atDate,settleDate,susp,closing,bid,ask,low,high,vol,turn,VWAP,adjClose,adjBid,adjAsk,adjLow,adjHigh,adjVol,adjVWAP,totalRet
2021-07-16,2021-07-20,0,0.045,0.043,0.045,0,0,0,0,0,0.9,0.86,0.9,0,0,0,0,0
2021-07-15,2021-07-19,0,0.045,0.044,0.047,0.045,0.046,200000,9020,0.0451,0.9,0.88,0.94,0.9,0.92,10000,0.902,0
2021-07-14,2021-07-16,0,0.045,0.045,0.047,0.045,0.045,100000,4500,0.045,0.9,0.9,0.94,0.9,0.9,5000,0.9,0
2021-07-13,2021-07-15,0,0.045,0.045,0.048,0.045,0.047,980000,45820,0.0467551,0.9,0.9,0.96,0.9,0.94,49000,0.9351,-0.04255
2021-07-12,2021-07-14,0,0.047,0.045,0.047,0.045,0.047,500000,23420,0.04684,0.94,0.9,0.94,0.9,0.94,25000,0.9368,-0.02083
2021-07-09,2021-07-13,0,0.048,0.046,0.049,0.045,0.048,300000,13940,0.04646667,0.96,0.92,0.98,0.9,0.96,15000,0.92933,0.02128
2021-07-08,2021-07-12,0,0.047,0.045,0.047,0,0,0,0,0,0.94,0.9,0.94,0,0,0,0,0
2021-07-07,2021-07-09,0,0.047,0.045,0.047,0.044,0.049,820000,36860,0.04495122,0.94,0.9,0.94,0.88,0.98,41000,0.89902,0
2021-07-06,2021-07-08,0,0.047,0.046,0.047,0.047,0.049,520000,24480,0.04707692,0.94,0.92,0.94,0.94,0.98,26000,0.94154,0
2021-07-05,2021-07-07,0,0.047,0.045,0.048,0.044,0.047,720000,32160,0.04466667,0.94,0.9,0.96,0.88,0.94,36000,0.89333,-0.04082
2021-07-02,2021-07-06,0,0.049,0.045,0.049,0.049,0.049,440000,21560,0.049,0.98,0.9,0.98,0.98,0.98,22000,0.98,0.04255
2021-06-30,2021-07-05,0,0.047,0.045,0.048,0.045,0.048,660000,29960,0.04539394,0.94,0.9,0.96,0.9,0.96,33000,0.90788,-0.04082
2021-06-29,2021-07-02,0,0.049,0.046,0.049,0.047,0.05,2600000,127340,0.04897692,0.98,0.92,0.98,0.94,1,130000,0.97954,0.04255
2021-06-28,2021-06-30,0,0.047,0.047,0.048,0.044,0.049,2840000,135500,0.04771127,0.94,0.94,0.96,0.88,0.98,142000,0.95423,0.04444
2021-06-25,2021-06-29,0,0.045,0.042,0.048,0.041,0.048,56720000,2332980,0.04113152,0.9,0.84,0.96,0.82,0.96,2836000,0.82263,0.02273
2021-06-24,2021-06-28,0,0.044,0.04,0.044,0,0,0,0,0,0.88,0.8,0.88,0,0,0,0,0
2021-06-23,2021-06-25,0,0.044,0.04,0.044,0.044,0.044,40000,1760,0.044,0.88,0.8,0.88,0.88,0.88,2000,0.88,0
2021-06-22,2021-06-24,0,0.044,0.04,0.044,0,0,0,0,0,0.88,0.8,0.88,0,0,0,0,0
2021-06-21,2021-06-23,0,0.044,0.04,0.044,0.044,0.044,100000,4400,0.044,0.88,0.8,0.88,0.88,0.88,5000,0.88,0.04762
2021-06-18,2021-06-22,0,0.042,0.04,0.043,0.042,0.042,20000,840,0.042,0.84,0.8,0.86,0.84,0.84,1000,0.84,0
2021-06-17,2021-06-21,0,0.042,0.04,0.045,0,0,0,0,0,0.84,0.8,0.9,0,0,0,0,0
2021-06-16,2021-06-18,0,0.042,0.04,0.043,0,0,0,0,0,0.84,0.8,0.86,0,0,0,0,0
2021-06-15,2021-06-17,0,0.042,0.041,0.043,0.039,0.042,940000,39040,0.04153191,0.84,0.82,0.86,0.78,0.84,47000,0.83064,0
2021-06-11,2021-06-16,0,0.042,0.04,0.042,0.042,0.042,20000,840,0.042,0.84,0.8,0.84,0.84,0.84,1000,0.84,0.02439
2021-06-10,2021-06-15,0,0.041,0.039,0.043,0.04,0.04,100000,4000,0.04,0.82,0.78,0.86,0.8,0.8,5000,0.8,0
2021-06-09,2021-06-11,0,0.041,0.04,0.043,0,0,0,0,0,0.82,0.8,0.86,0,0,0,0,0
2021-06-08,2021-06-10,0,0.041,0.04,0.042,0,0,0,0,0,0.82,0.8,0.84,0,0,0,0,0
2021-06-07,2021-06-09,0,0.041,0.041,0.043,0.041,0.041,260000,10660,0.041,0.82,0.82,0.86,0.82,0.82,13000,0.82,-0.02381
2021-06-04,2021-06-08,0,0.042,0.04,0.042,0.04,0.044,2700000,110980,0.0411037,0.84,0.8,0.84,0.8,0.88,135000,0.82207,-0.08696
2021-06-03,2021-06-07,0,0.046,0.043,0.046,0.04,0.047,32420000,1322880,0.04080444,0.92,0.86,0.92,0.8,0.94,1621000,0.81609,0.09524
2021-06-02,2021-06-04,0,0.042,0.04,0.042,0,0,0,0,0,0.84,0.8,0.84,0,0,0,0,0
2021-06-01,2021-06-03,0,0.042,0.04,0.043,0.04,0.042,18120000,725040,0.04001325,0.84,0.8,0.86,0.8,0.84,906000,0.80026,0
2021-05-31,2021-06-02,0,0.042,0.039,0.042,0.039,0.042,40000,1620,0.0405,0.84,0.78,0.84,0.78,0.84,2000,0.81,0.02439
2021-05-28,2021-06-01,0,0.041,0.04,0.041,0.039,0.041,160000,6360,0.03975,0.82,0.8,0.82,0.78,0.82,8000,0.795,-0.02381
2021-05-27,2021-05-31,0,0.042,0.04,0.043,0.04,0.045,800000,32500,0.040625,0.84,0.8,0.86,0.8,0.9,40000,0.8125,-0.10638
2021-05-26,2021-05-28,0,0.047,0.042,0.047,0.038,0.047,2440000,102600,0.04204918,0.94,0.84,0.94,0.76,0.94,122000,0.84098,0.175
2021-05-25,2021-05-27,0,0.04,0.038,0.04,0.04,0.04,20000,800,0.04,0.8,0.76,0.8,0.8,0.8,1000,0.8,0
2021-05-24,2021-05-26,0,0.04,0.037,0.04,0.038,0.04,120000,4600,0.03833333,0.8,0.74,0.8,0.76,0.8,6000,0.76667,0
2021-05-21,2021-05-25,0,0.04,0.038,0.042,0,0,0,0,0,0.8,0.76,0.84,0,0,0,0,0
2021-05-20,2021-05-24,0,0.04,0.038,0.043,0.038,0.04,160000,6180,0.038625,0.8,0.76,0.86,0.76,0.8,8000,0.7725,0
2021-05-18,2021-05-21,0,0.04,0.038,0.04,0.039,0.04,100000,3920,0.0392,0.8,0.76,0.8,0.78,0.8,5000,0.784,0.02564
2021-05-17,2021-05-20,0,0.039,0.038,0.04,0.038,0.039,60000,2300,0.03833333,0.78,0.76,0.8,0.76,0.78,3000,0.76667,-0.04878
2021-05-14,2021-05-18,0,0.041,0.038,0.042,0,0,0,0,0,0.82,0.76,0.84,0,0,0,0,0
2021-05-13,2021-05-17,0,0.041,0.038,0.042,0.041,0.041,20000,820,0.041,0.82,0.76,0.84,0.82,0.82,1000,0.82,0
2021-05-12,2021-05-14,0,0.041,0.038,0.041,0,0,0,0,0,0.82,0.76,0.82,0,0,0,0,-0.02381
2021-05-11,2021-05-13,0,0.042,0.038,0.042,0,0,0,0,0,0.84,0.76,0.84,0,0,0,0,0
2021-05-10,2021-05-12,0,0.042,0.038,0.043,0.042,0.043,1300000,54760,0.04212308,0.84,0.76,0.86,0.84,0.86,65000,0.84246,0.05
2021-05-07,2021-05-11,0,0.04,0.037,0.041,0.04,0.04,200000,8000,0.04,0.8,0.74,0.82,0.8,0.8,10000,0.8,0
2021-05-06,2021-05-10,0,0.04,0.037,0.04,0,0,0,0,0,0.8,0.74,0.8,0,0,0,0,0
2021-05-05,2021-05-07,0,0.04,0.037,0.04,0.04,0.04,260000,10400,0.04,0.8,0.74,0.8,0.8,0.8,13000,0.8,0.02564
2021-05-04,2021-05-06,0,0.039,0.037,0.04,0.037,0.039,180000,6780,0.03766667,0.78,0.74,0.8,0.74,0.78,9000,0.75333,-0.025
2021-05-03,2021-05-05,0,0.04,0.037,0.04,0.037,0.04,40000,1540,0.0385,0.8,0.74,0.8,0.74,0.8,2000,0.77,0.05263
2021-04-30,2021-05-04,0,0.038,0.038,0.04,0.038,0.038,780000,29640,0.038,0.76,0.76,0.8,0.76,0.76,39000,0.76,0
2021-04-29,2021-05-03,0,0.038,0.036,0.039,0,0,0,0,0,0.76,0.72,0.78,0,0,0,0,0
2021-04-28,2021-04-30,0,0.038,0.036,0.039,0.038,0.038,200000,7600,0.038,0.76,0.72,0.78,0.76,0.76,10000,0.76,0
2021-04-27,2021-04-29,0,0.038,0.036,0.039,0,0,0,0,0,0.76,0.72,0.78,0,0,0,0,0
2021-04-26,2021-04-28,0,0.038,0.036,0.039,0.036,0.038,240000,8820,0.03675,0.76,0.72,0.78,0.72,0.76,12000,0.735,-0.02564
2021-04-23,2021-04-27,0,0.039,0.037,0.039,0.035,0.039,5260000,188220,0.03578327,0.78,0.74,0.78,0.7,0.78,263000,0.71567,-0.025
2021-04-22,2021-04-26,0,0.04,0.037,0.041,0,0,0,0,0,0.8,0.74,0.82,0,0,0,0,0
2021-04-21,2021-04-23,0,0.04,0.036,0.04,0,0,0,0,0,0.8,0.72,0.8,0,0,0,0,0
2021-04-20,2021-04-22,0,0.04,0.036,0.041,0,0,0,0,0,0.8,0.72,0.82,0,0,0,0,0
2021-04-19,2021-04-21,0,0.04,0.037,0.041,0,0,0,0,0,0.8,0.74,0.82,0,0,0,0,0
2021-04-16,2021-04-20,0,0.04,0.037,0.04,0,0,0,0,0,0.8,0.74,0.8,0,0,0,0,0
2021-04-15,2021-04-19,0,0.04,0.038,0.041,0,0,0,0,0,0.8,0.76,0.82,0,0,0,0,0
2021-04-14,2021-04-16,0,0.04,0.038,0.04,0,0,0,0,0,0.8,0.76,0.8,0,0,0,0,0
2021-04-13,2021-04-15,0,0.04,0.038,0.04,0.041,0.041,600000,24600,0.041,0.8,0.76,0.8,0.82,0.82,30000,0.82,0
2021-04-12,2021-04-14,0,0.04,0.037,0.04,0.038,0.04,720000,28080,0.039,0.8,0.74,0.8,0.76,0.8,36000,0.78,0.08108
2021-04-09,2021-04-13,0,0.037,0.037,0.038,0,0,0,0,0,0.74,0.74,0.76,0,0,0,0,0
2021-04-08,2021-04-12,0,0.037,0.037,0.038,0,0,0,0,0,0.74,0.74,0.76,0,0,0,0,0
2021-04-07,2021-04-09,0,0.037,0.036,0.038,0.035,0.038,160000,6000,0.0375,0.74,0.72,0.76,0.7,0.76,8000,0.75,0
2021-04-01,2021-04-08,0,0.037,0.035,0.038,0,0,0,0,0,0.74,0.7,0.76,0,0,0,0,0
2021-03-31,2021-04-07,0,0.037,0.035,0.038,0,0,0,0,0,0.74,0.7,0.76,0,0,0,0,0
2021-03-30,2021-04-01,0,0.037,0.036,0.038,0,0,0,0,0,0.74,0.72,0.76,0,0,0,0,0
2021-03-29,2021-03-31,0,0.037,0.035,0.038,0.035,0.037,120000,4400,0.03666667,0.74,0.7,0.76,0.7,0.74,6000,0.73333,0
2021-03-26,2021-03-30,0,0.037,0.036,0.037,0.037,0.037,100000,3700,0.037,0.74,0.72,0.74,0.74,0.74,5000,0.74,0
2021-03-25,2021-03-29,0,0.037,0.035,0.037,0,0,0,0,0,0.74,0.7,0.74,0,0,0,0,0
2021-03-24,2021-03-26,0,0.037,0.036,0.037,0.037,0.037,20000,740,0.037,0.74,0.72,0.74,0.74,0.74,1000,0.74,0.02778
2021-03-23,2021-03-25,0,0.036,0.035,0.038,0.036,0.036,100000,3600,0.036,0.72,0.7,0.76,0.72,0.72,5000,0.72,0
2021-03-22,2021-03-24,0,0.036,0.036,0.038,0.036,0.036,6920000,249120,0.036,0.72,0.72,0.76,0.72,0.72,346000,0.72,-0.02703
2021-03-19,2021-03-23,0,0.037,0.037,0.038,0,0,0,0,0,0.74,0.74,0.76,0,0,0,0,0
2021-03-18,2021-03-22,0,0.037,0.037,0.038,0.037,0.037,5560000,205720,0.037,0.74,0.74,0.76,0.74,0.74,278000,0.74,0
2021-03-17,2021-03-19,0,0.037,0.035,0.038,0.035,0.037,40000,1440,0.036,0.74,0.7,0.76,0.7,0.74,2000,0.72,-0.02632
2021-03-16,2021-03-18,0,0.038,0.035,0.038,0.038,0.038,40000,1520,0.038,0.76,0.7,0.76,0.76,0.76,2000,0.76,0.02703
2021-03-15,2021-03-17,0,0.037,0.036,0.038,0.037,0.037,20000,740,0.037,0.74,0.72,0.76,0.74,0.74,1000,0.74,0.05714
2021-03-12,2021-03-16,0,0.035,0.035,0.036,0.035,0.036,5860000,207300,0.03537543,0.7,0.7,0.72,0.7,0.72,293000,0.70751,-0.07895
2021-03-11,2021-03-15,0,0.038,0.036,0.038,0,0,0,0,0,0.76,0.72,0.76,0,0,0,0,0
2021-03-10,2021-03-12,0,0.038,0.037,0.039,0.038,0.038,20000,760,0.038,0.76,0.74,0.78,0.76,0.76,1000,0.76,0
2021-03-09,2021-03-11,0,0.038,0.037,0.038,0.035,0.038,2280000,82320,0.03610526,0.76,0.74,0.76,0.7,0.76,114000,0.72211,-0.02564
2021-03-08,2021-03-10,0,0.039,0.038,0.039,0.039,0.039,20000,780,0.039,0.78,0.76,0.78,0.78,0.78,1000,0.78,0
2021-03-05,2021-03-09,0,0.039,0.038,0.039,0.038,0.039,300000,11420,0.03806667,0.78,0.76,0.78,0.76,0.78,15000,0.76133,0
2021-03-04,2021-03-08,0,0.039,0.038,0.04,0.039,0.039,360000,14040,0.039,0.78,0.76,0.8,0.78,0.78,18000,0.78,0.02632
2021-03-03,2021-03-05,0,0.038,0.037,0.039,0.038,0.04,500000,19320,0.03864,0.76,0.74,0.78,0.76,0.8,25000,0.7728,-0.02564
2021-03-02,2021-03-04,0,0.039,0.039,0.041,0.039,0.039,180000,7020,0.039,0.78,0.78,0.82,0.78,0.78,9000,0.78,0.02632
2021-03-01,2021-03-03,0,0.038,0.038,0.039,0.038,0.038,300000,11400,0.038,0.76,0.76,0.78,0.76,0.76,15000,0.76,0
2021-02-26,2021-03-02,0,0.038,0.038,0.039,0,0,0,0,0,0.76,0.76,0.78,0,0,0,0,0
2021-02-25,2021-03-01,0,0.038,0.036,0.038,0,0,0,0,0,0.76,0.72,0.76,0,0,0,0,0
2021-02-24,2021-02-26,0,0.038,0.036,0.038,0.036,0.038,180000,6720,0.03733333,0.76,0.72,0.76,0.72,0.76,9000,0.74667,-0.05
2021-02-23,2021-02-25,0,0.04,0.038,0.04,0,0,0,0,0,0.8,0.76,0.8,0,0,0,0,0
2021-02-22,2021-02-24,0,0.04,0.039,0.04,0,0,0,0,0,0.8,0.78,0.8,0,0,0,0,0
2021-02-19,2021-02-23,0,0.04,0.038,0.04,0.038,0.04,100000,3840,0.0384,0.8,0.76,0.8,0.76,0.8,5000,0.768,0.02564
2021-02-18,2021-02-22,0,0.039,0.038,0.039,0,0,0,0,0,0.78,0.76,0.78,0,0,0,0,-0.025
2021-02-17,2021-02-19,0,0.04,0.038,0.04,0.036,0.04,920000,34280,0.03726087,0.8,0.76,0.8,0.72,0.8,46000,0.74522,-0.02439
2021-02-16,2021-02-18,0,0.041,0.039,0.041,0,0,0,0,0,0.82,0.78,0.82,0,0,0,0,0
2021-02-11,2021-02-17,0,0.041,0.039,0.041,0.041,0.041,40000,1640,0.041,0.82,0.78,0.82,0.82,0.82,2000,0.82,0
2021-02-10,2021-02-17,0,0.041,0.04,0.041,0,0,0,0,0,0.82,0.8,0.82,0,0,0,0,0
2021-02-09,2021-02-16,0,0.041,0.039,0.041,0.04,0.041,80000,3260,0.04075,0.82,0.78,0.82,0.8,0.82,4000,0.815,0.025
2021-02-08,2021-02-10,0,0.04,0.039,0.041,0.04,0.04,7440000,297600,0.04,0.8,0.78,0.82,0.8,0.8,372000,0.8,0
2021-02-05,2021-02-09,0,0.04,0.039,0.041,0.04,0.041,5640000,231160,0.04098582,0.8,0.78,0.82,0.8,0.82,282000,0.81972,0
2021-02-04,2021-02-08,0,0.04,0.04,0.042,0.04,0.04,280000,11200,0.04,0.8,0.8,0.84,0.8,0.8,14000,0.8,-0.04762
2021-02-03,2021-02-05,0,0.042,0.04,0.043,0.04,0.043,540000,22600,0.04185185,0.84,0.8,0.86,0.8,0.86,27000,0.83704,0.05
2021-02-02,2021-02-04,0,0.04,0.038,0.04,0.04,0.04,40000,1600,0.04,0.8,0.76,0.8,0.8,0.8,2000,0.8,0
2021-02-01,2021-02-03,0,0.04,0.038,0.04,0,0,0,0,0,0.8,0.76,0.8,0,0,0,0,0
2021-01-29,2021-02-02,0,0.04,0.038,0.04,0,0,0,0,0,0.8,0.76,0.8,0,0,0,0,0
2021-01-28,2021-02-01,0,0.04,0.038,0.041,0.04,0.04,4180000,167200,0.04,0.8,0.76,0.82,0.8,0.8,209000,0.8,0
2021-01-27,2021-01-29,0,0.04,0.039,0.04,0.038,0.04,120000,4660,0.03883333,0.8,0.78,0.8,0.76,0.8,6000,0.77667,0
2021-01-26,2021-01-28,0,0.04,0.039,0.04,0.04,0.04,40000,1600,0.04,0.8,0.78,0.8,0.8,0.8,2000,0.8,0
2021-01-25,2021-01-27,0,0.04,0.037,0.04,0.035,0.04,3700000,133720,0.03614054,0.8,0.74,0.8,0.7,0.8,185000,0.72281,0.02564
2021-01-22,2021-01-26,0,0.039,0.038,0.039,0.039,0.039,140000,5460,0.039,0.78,0.76,0.78,0.78,0.78,7000,0.78,0
2021-01-21,2021-01-25,0,0.039,0.039,0.04,0.039,0.039,40000,1560,0.039,0.78,0.78,0.8,0.78,0.78,2000,0.78,0
2021-01-20,2021-01-22,0,0.039,0.038,0.041,0.039,0.041,360000,14120,0.03922222,0.78,0.76,0.82,0.78,0.82,18000,0.78444,-0.025
2021-01-19,2021-01-21,0,0.04,0.04,0.041,0.04,0.04,80000,3200,0.04,0.8,0.8,0.82,0.8,0.8,4000,0.8,-0.02439
2021-01-18,2021-01-20,0,0.041,0.04,0.05,0.04,0.041,620000,25280,0.04077419,0.82,0.8,1,0.8,0.82,31000,0.81548,0
2021-01-15,2021-01-19,0,0.041,0.04,0.041,0,0,0,0,0,0.82,0.8,0.82,0,0,0,0,0
2021-01-14,2021-01-18,0,0.041,0.041,0.05,0.04,0.04,180000,7280,0.04044444,0.82,0.82,1,0.8,0.8,9000,0.80889,0.025
2021-01-13,2021-01-15,0,0.04,0.039,0.04,0,0,0,0,0,0.8,0.78,0.8,0,0,0,0,0
2021-01-12,2021-01-14,0,0.04,0.036,0.041,0,0,0,0,0,0.8,0.72,0.82,0,0,0,0,0
2021-01-11,2021-01-13,0,0.04,0.04,0.041,0.039,0.04,40000,1580,0.0395,0.8,0.8,0.82,0.78,0.8,2000,0.79,0
2021-01-08,2021-01-12,0,0.04,0.039,0.04,0.04,0.04,80000,3200,0.04,0.8,0.78,0.8,0.8,0.8,4000,0.8,0
2021-01-07,2021-01-11,0,0.04,0.04,0.042,0.04,0.041,80000,3260,0.04075,0.8,0.8,0.84,0.8,0.82,4000,0.815,-0.02439
2021-01-06,2021-01-08,0,0.041,0.04,0.042,0.04,0.041,80000,3260,0.04075,0.82,0.8,0.84,0.8,0.82,4000,0.815,0
2021-01-05,2021-01-07,0,0.041,0.039,0.041,0.039,0.041,40000,1600,0.04,0.82,0.78,0.82,0.78,0.82,2000,0.8,0.025
2021-01-04,2021-01-06,0,0.04,0.038,0.041,0.04,0.04,1380000,55200,0.04,0.8,0.76,0.82,0.8,0.8,69000,0.8,0
2020-12-31,2021-01-05,0,0.04,0.036,0.04,0.04,0.04,280000,11200,0.04,0.8,0.72,0.8,0.8,0.8,14000,0.8,0
2020-12-30,2021-01-05,0,0.04,0.04,0.05,0.04,0.042,520000,20920,0.04023077,0.8,0.8,1,0.8,0.84,26000,0.80462,-0.06977
2020-12-29,2021-01-04,0,0.043,0.04,0.043,0,0,0,0,0,0.86,0.8,0.86,0,0,0,0,0
2020-12-28,2020-12-30,0,0.043,0.041,0.044,0.041,0.043,340000,14000,0.04117647,0.86,0.82,0.88,0.82,0.86,17000,0.82353,0.04878
2020-12-24,2020-12-29,0,0.041,0.041,0.043,0.041,0.041,1020000,41820,0.041,0.82,0.82,0.86,0.82,0.82,51000,0.82,0
2020-12-23,2020-12-29,0,0.041,0.041,0.043,0.041,0.041,100000,4100,0.041,0.82,0.82,0.86,0.82,0.82,5000,0.82,0
2020-12-22,2020-12-28,0,0.041,0.041,0.043,0.041,0.041,200000,8200,0.041,0.82,0.82,0.86,0.82,0.82,10000,0.82,0.025
2020-12-21,2020-12-23,0,0.04,0.04,0.041,0.04,0.04,160000,6400,0.04,0.8,0.8,0.82,0.8,0.8,8000,0.8,-0.02439
2020-12-18,2020-12-22,0,0.041,0.04,0.042,0,0,0,0,0,0.82,0.8,0.84,0,0,0,0,0
2020-12-17,2020-12-21,0,0.041,0.04,0.042,0.04,0.041,320000,13100,0.0409375,0.82,0.8,0.84,0.8,0.82,16000,0.81875,0
2020-12-16,2020-12-18,0,0.041,0.04,0.043,0.04,0.041,60000,2440,0.04066667,0.82,0.8,0.86,0.8,0.82,3000,0.81333,0.025
2020-12-15,2020-12-17,0,0.04,0.039,0.041,0,0,0,0,0,0.8,0.78,0.82,0,0,0,0,0
2020-12-14,2020-12-16,0,0.04,0.039,0.041,0.04,0.04,80000,3200,0.04,0.8,0.78,0.82,0.8,0.8,4000,0.8,0.02564
2020-12-11,2020-12-15,0,0.039,0.039,0.041,0,0,0,0,0,0.78,0.78,0.82,0,0,0,0,0
2020-12-10,2020-12-14,0,0.039,0.038,0.039,0.039,0.04,1140000,45580,0.03998246,0.78,0.76,0.78,0.78,0.8,57000,0.79965,-0.04878
2020-12-09,2020-12-11,0,0.041,0.04,0.044,0.04,0.041,5180000,207260,0.04001158,0.82,0.8,0.88,0.8,0.82,259000,0.80023,0
2020-12-08,2020-12-10,0,0.041,0.04,0.043,0.04,0.041,1700000,68020,0.04001176,0.82,0.8,0.86,0.8,0.82,85000,0.80024,0
2020-12-07,2020-12-09,0,0.041,0.039,0.041,0,0,0,0,0,0.82,0.78,0.82,0,0,0,0,0
2020-12-04,2020-12-08,0,0.041,0.039,0.042,0.039,0.041,1460000,58340,0.0399589,0.82,0.78,0.84,0.78,0.82,73000,0.79918,-0.02381
2020-12-03,2020-12-07,0,0.042,0.04,0.042,0.042,0.042,20000,840,0.042,0.84,0.8,0.84,0.84,0.84,1000,0.84,0
2020-12-02,2020-12-04,0,0.042,0.039,0.044,0.04,0.042,920000,36840,0.04004348,0.84,0.78,0.88,0.8,0.84,46000,0.80087,0.05
2020-12-01,2020-12-03,0,0.04,0.04,0.043,0.04,0.04,1020000,40800,0.04,0.8,0.8,0.86,0.8,0.8,51000,0.8,-0.02439
2020-11-30,2020-12-02,0,0.041,0.04,0.041,0.041,0.041,40000,1640,0.041,0.82,0.8,0.82,0.82,0.82,2000,0.82,0
2020-11-27,2020-12-01,0,0.041,0.04,0.041,0.038,0.041,220000,8800,0.04,0.82,0.8,0.82,0.76,0.82,11000,0.8,0
2020-11-26,2020-11-30,0,0.041,0.04,0.041,0.041,0.041,40000,1640,0.041,0.82,0.8,0.82,0.82,0.82,2000,0.82,0
2020-11-25,2020-11-27,0,0.041,0.04,0.041,0.038,0.041,2140000,86680,0.04050467,0.82,0.8,0.82,0.76,0.82,107000,0.81009,0.025
2020-11-24,2020-11-26,0,0.04,0.04,0.042,0.04,0.041,1180000,47240,0.0400339,0.8,0.8,0.84,0.8,0.82,59000,0.80068,0
2020-11-23,2020-11-25,0,0.04,0.04,0.043,0,0,0,0,0,0.8,0.8,0.86,0,0,0,0,0
2020-11-20,2020-11-24,0,0.04,0.04,0.043,0.04,0.042,260000,10620,0.04084615,0.8,0.8,0.86,0.8,0.84,13000,0.81692,-0.06977
2020-11-19,2020-11-23,0,0.043,0.041,0.045,0.041,0.043,100000,4180,0.0418,0.86,0.82,0.9,0.82,0.86,5000,0.836,0.02381
2020-11-18,2020-11-20,0,0.042,0.041,0.043,0.041,0.042,1220000,51040,0.04183607,0.84,0.82,0.86,0.82,0.84,61000,0.83672,0
2020-11-17,2020-11-19,0,0.042,0.042,0.044,0.042,0.042,20000,840,0.042,0.84,0.84,0.88,0.84,0.84,1000,0.84,-0.04545
2020-11-16,2020-11-18,0,0.044,0.041,0.044,0.041,0.045,1040000,43720,0.04203846,0.88,0.82,0.88,0.82,0.9,52000,0.84077,0.02326
2020-11-13,2020-11-17,0,0.043,0.042,0.043,0,0,0,0,0,0.86,0.84,0.86,0,0,0,0,0
2020-11-12,2020-11-16,0,0.043,0.042,0.043,0.04,0.043,1420000,58940,0.04150704,0.86,0.84,0.86,0.8,0.86,71000,0.83014,0
2020-11-11,2020-11-13,0,0.043,0.042,0.043,0.043,0.043,40000,1720,0.043,0.86,0.84,0.86,0.86,0.86,2000,0.86,0
2020-11-10,2020-11-12,0,0.043,0.04,0.043,0.042,0.043,1160000,48880,0.04213793,0.86,0.8,0.86,0.84,0.86,58000,0.84276,0
2020-11-09,2020-11-11,0,0.043,0.042,0.043,0,0,0,0,0,0.86,0.84,0.86,0,0,0,0,0
2020-11-06,2020-11-10,0,0.043,0.043,0.048,0.041,0.043,10820000,455420,0.04209057,0.86,0.86,0.96,0.82,0.86,541000,0.84181,0
2020-11-05,2020-11-09,0,0.043,0.037,0.043,0,0,0,0,0,0.86,0.74,0.86,0,0,0,0,0
2020-11-04,2020-11-06,0,0.043,0.04,0.043,0.043,0.043,140000,6020,0.043,0.86,0.8,0.86,0.86,0.86,7000,0.86,-0.02273
2020-11-03,2020-11-05,0,0.044,0.043,0.044,0.044,0.044,1040000,45760,0.044,0.88,0.86,0.88,0.88,0.88,52000,0.88,0
2020-11-02,2020-11-04,0,0.044,0.043,0.045,0,0,0,0,0,0.88,0.86,0.9,0,0,0,0,0
2020-10-30,2020-11-03,0,0.044,0.043,0.044,0.043,0.044,660000,28420,0.04306061,0.88,0.86,0.88,0.86,0.88,33000,0.86121,0
2020-10-29,2020-11-02,0,0.044,0.042,0.044,0.041,0.044,420000,17660,0.04204762,0.88,0.84,0.88,0.82,0.88,21000,0.84095,0
2020-10-28,2020-10-30,0,0.044,0.042,0.044,0.043,0.044,100000,4360,0.0436,0.88,0.84,0.88,0.86,0.88,5000,0.872,0
2020-10-27,2020-10-29,0,0.044,0.042,0.044,0.044,0.045,1840000,79320,0.0431087,0.88,0.84,0.88,0.88,0.9,92000,0.86217,-0.04348
2020-10-23,2020-10-28,0,0.046,0.044,0.046,0,0,0,0,0,0.92,0.88,0.92,0,0,0,0,0
2020-10-22,2020-10-27,0,0.046,0.044,0.046,0.044,0.046,100000,4460,0.0446,0.92,0.88,0.92,0.88,0.92,5000,0.892,-0.02128
2020-10-21,2020-10-23,0,0.047,0.045,0.047,0.045,0.047,1120000,50620,0.04519643,0.94,0.9,0.94,0.9,0.94,56000,0.90393,0.04444
2020-10-20,2020-10-22,0,0.045,0.044,0.048,0.045,0.045,1000000,45000,0.045,0.9,0.88,0.96,0.9,0.9,50000,0.9,0.02273
2020-10-19,2020-10-21,0,0.044,0.044,0.045,0.044,0.044,520000,22880,0.044,0.88,0.88,0.9,0.88,0.88,26000,0.88,0
2020-10-16,2020-10-20,0,0.044,0.044,0.046,0.044,0.044,260000,11440,0.044,0.88,0.88,0.92,0.88,0.88,13000,0.88,-0.04348
2020-10-15,2020-10-19,0,0.046,0.044,0.047,0.043,0.047,660000,29140,0.04415152,0.92,0.88,0.94,0.86,0.94,33000,0.88303,0.02222
2020-10-14,2020-10-16,0,0.045,0.045,0.047,0.045,0.047,160000,7320,0.04575,0.9,0.9,0.94,0.9,0.94,8000,0.915,-0.0625
2020-10-12,2020-10-15,0,0.048,0.046,0.048,0.046,0.048,800000,38200,0.04775,0.96,0.92,0.96,0.92,0.96,40000,0.955,0
2020-10-09,2020-10-14,0,0.048,0.048,0.05,0.048,0.05,900000,43640,0.04848889,0.96,0.96,1,0.96,1,45000,0.96978,-0.05882
2020-10-08,2020-10-12,0,0.051,0.046,0.051,0.049,0.051,1020000,50020,0.04903922,1.02,0.92,1.02,0.98,1.02,51000,0.98078,0.04082
